sample_id,subject,class,live,ref_image,ref_sha256,ref_width,ref_height,n_subject_images,prompt_idx,prompt_template,prompt
00696,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,21,a purple {0} {1},a purple teapot
00697,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,22,a shiny {0} {1},a shiny teapot
00698,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,23,a wet {0} {1},a wet teapot
00699,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,24,a cube shaped {0} {1},a cube shaped teapot
00700,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,0,a {0} {1} in the jungle,a vase in the jungle
00701,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,1,a {0} {1} in the snow,a vase in the snow
00702,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,2,a {0} {1} on the beach,a vase on the beach
00703,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,3,a {0} {1} on a cobblestone street,a vase on a cobblestone street
00704,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,4,a {0} {1} on top of pink fabric,a vase on top of pink fabric
00705,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,5,a {0} {1} on top of a wooden floor,a vase on top of a wooden floor
00706,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,6,a {0} {1} with a city in the background,a vase with a city in the background
00707,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,7,a {0} {1} with a mountain in the background,a vase with a mountain in the background
00708,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,8,a {0} {1} with a blue house in the background,a vase with a blue house in the background
00709,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,9,a {0} {1} on top of a purple rug in a forest,a vase on top of a purple rug in a forest
00710,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,10,a {0} {1} with a wheat field in the background,a vase with a wheat field in the background
00711,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,11,a {0} {1} with a tree and autumn leaves in the background,a vase with a tree and autumn leaves in the background
00712,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,12,a {0} {1} with the Eiffel Tower in the background,a vase with the Eiffel Tower in the background
00713,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,13,a {0} {1} floating on top of water,a vase floating on top of water
00714,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,14,a {0} {1} floating in an ocean of milk,a vase floating in an ocean of milk
00715,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,15,a {0} {1} on top of green grass with sunflowers around it,a vase on top of green grass with sunflowers around it
00716,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,16,a {0} {1} on top of a mirror,a vase on top of a mirror
00717,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,17,a {0} {1} on top of the sidewalk in a crowded street,a vase on top of the sidewalk in a crowded street
00718,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,18,a {0} {1} on top of a dirt road,a vase on top of a dirt road
00719,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,19,a {0} {1} on top of a white rug,a vase on top of a white rug
00720,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,20,a red {0} {1},a red vase
00721,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,21,a purple {0} {1},a purple vase
00722,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,22,a shiny {0} {1},a shiny vase
00723,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,23,a wet {0} {1},a wet vase
00724,vase,vase,0,00.jpg,5241b89d16df52ed02d3928499a0c00b618f54732c76fa25e1902d42e9342ba0,1080,1080,6,24,a cube shaped {0} {1},a cube shaped vase
00725,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,0,a {0} {1} in the jungle,a stuffed animal in the jungle
00726,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,1,a {0} {1} in the snow,a stuffed animal in the snow
00727,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,2,a {0} {1} on the beach,a stuffed animal on the beach
00728,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,3,a {0} {1} on a cobblestone street,a stuffed animal on a cobblestone street
00729,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,4,a {0} {1} on top of pink fabric,a stuffed animal on top of pink fabric
00730,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,5,a {0} {1} on top of a wooden floor,a stuffed animal on top of a wooden floor
00731,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,6,a {0} {1} with a city in the background,a stuffed animal with a city in the background
00732,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,7,a {0} {1} with a mountain in the background,a stuffed animal with a mountain in the background
00733,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,8,a {0} {1} with a blue house in the background,a stuffed animal with a blue house in the background
00734,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,9,a {0} {1} on top of a purple rug in a forest,a stuffed animal on top of a purple rug in a forest
00735,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,10,a {0} {1} with a wheat field in the background,a stuffed animal with a wheat field in the background
00736,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,11,a {0} {1} with a tree and autumn leaves in the background,a stuffed animal with a tree and autumn leaves in the background
00737,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,12,a {0} {1} with the Eiffel Tower in the background,a stuffed animal with the Eiffel Tower in the background
00738,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,13,a {0} {1} floating on top of water,a stuffed animal floating on top of water
00739,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,14,a {0} {1} floating in an ocean of milk,a stuffed animal floating in an ocean of milk
00740,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,15,a {0} {1} on top of green grass with sunflowers around it,a stuffed animal on top of green grass with sunflowers around it
00741,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,16,a {0} {1} on top of a mirror,a stuffed animal on top of a mirror
00742,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,17,a {0} {1} on top of the sidewalk in a crowded street,a stuffed animal on top of the sidewalk in a crowded street
00743,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,18,a {0} {1} on top of a dirt road,a stuffed animal on top of a dirt road
00744,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,19,a {0} {1} on top of a white rug,a stuffed animal on top of a white rug
00745,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,20,a red {0} {1},a red stuffed animal
00746,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,21,a purple {0} {1},a purple stuffed animal
00747,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,22,a shiny {0} {1},a shiny stuffed animal
00748,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,23,a wet {0} {1},a wet stuffed animal
00749,wolf_plushie,stuffed animal,0,00.jpg,aaa5d9a531de3ab104479ce8b600f6a89334532bcb5556c136c9459d3292fd57,2048,2048,5,24,a cube shaped {0} {1},a cube shaped stuffed animal
