sample_id,source_file,source_row,sha256,direction,collection,item,category,caption,blocked,split
03516,train-00003-of-00032.parquet,3765,a8743f81eaf4a6eb4f1f46de1dcd7bc4f98c58758c67264da24ac34191871d49,0,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"Silhouetted by the setting sun, it scuttles over a rocky shore, with towering cliffs casting shadows and seabirds soaring in the orange sky.",,train
03517,train-00003-of-00032.parquet,3765,a8743f81eaf4a6eb4f1f46de1dcd7bc4f98c58758c67264da24ac34191871d49,1,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"In a professional studio with a plain white background, it is presented in a front view under uniform high-key lighting, showcasing its agile legs and sleek, glossy shell without shadows.",,train
03518,train-00003-of-00032.parquet,3768,a31fae551ca83dbc59921aa86d0c05eeffbc9157c7b8a89fbecf354d3efede4f,0,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"In a classroom, it scurries atop a wooden desk covered with scattered paper and books, beneath the fluorescent overhead lights, with an empty chalkboard behind.",,train
03519,train-00003-of-00032.parquet,3768,a31fae551ca83dbc59921aa86d0c05eeffbc9157c7b8a89fbecf354d3efede4f,1,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"In a professional studio with a plain white background, it is presented in a front view under uniform high-key lighting, showcasing its agile legs and sleek, glossy shell without shadows.",,train
03520,train-00003-of-00032.parquet,3797,c4d7b426f199dbf814eac12c49b01615f61ffbda65f6885a5d02fbd7dff293bf,0,collection_2,"A small, everyday kitchen utensil.",,"Lying on a polished marble kitchen counter, it is surrounded by various baking tools, illuminated by the soft golden light of a nearby window at sunset.",,train
03521,train-00003-of-00032.parquet,3797,c4d7b426f199dbf814eac12c49b01615f61ffbda65f6885a5d02fbd7dff293bf,1,collection_2,"A small, everyday kitchen utensil.",,"Against a seamless white background, it is captured in an elegant three-quarter view where its sleek curves and polished surface are clearly showcased under bright, shadow-free lighting.",,train
03522,train-00003-of-00032.parquet,3823,2fe9b84ddceb71877eeb48cb25530c4b9e1caca96e80c210752a040061fae5a5,0,collection_2,A serrated kitchen knife for slicing bread.,,"In a restaurant kitchen, it lays next to a vibrant salad, with chefs bustling in the background, lit by the bright overhead lights.",,train
03523,train-00003-of-00032.parquet,3823,2fe9b84ddceb71877eeb48cb25530c4b9e1caca96e80c210752a040061fae5a5,1,collection_2,A serrated kitchen knife for slicing bread.,,"In a professional studio setting, this item is captured against a plain white backdrop with high-key lighting, showcasing its serrated edge and ergonomic handle from a three-quarter angle, presenting a clean and detailed view of its craftsmanship.",,train
03524,train-00003-of-00032.parquet,3836,7f0f21319d860c2663d73d2cbe2e75994adc24007b3dde4de370bd2129ff6c14,0,collection_2,A polished stainless steel dining implement.,,"Captured from a bird’s-eye view, it is surrounded by a vibrant array of fresh vegetables, with faint shadows cast by the overhead lighting.",,train
03525,train-00003-of-00032.parquet,3836,7f0f21319d860c2663d73d2cbe2e75994adc24007b3dde4de370bd2129ff6c14,1,collection_2,A polished stainless steel dining implement.,,"Under uniform, high-key lighting in a professional studio, this item is elegantly displayed against a plain white background, with a three-quarter view highlighting the sleek lines and polished surface accentuations.",,train
03526,train-00003-of-00032.parquet,3842,9304efbc01a0125f7136f483a0c558bd11dacd24ecc6ff7b4cf46f0a0b66a2f2,0,collection_2,A metal kitchen tool with long tines.,,"At a seaside picnic, it lies partially buried in the golden sand, a gentle breeze ruffling the nearby beach umbrella, with azure waves in the background.",,train
03527,train-00003-of-00032.parquet,3842,9304efbc01a0125f7136f483a0c558bd11dacd24ecc6ff7b4cf46f0a0b66a2f2,1,collection_2,A metal kitchen tool with long tines.,,"Under crisp, uniform lighting with a plain white background, it is displayed at a three-quarter view, emphasizing its sleek metallic finish and elongated tines.",,train
03528,train-00003-of-00032.parquet,3855,69f4bc8abe32824a483cd515d67a9b391c2df4eff041b937a949c7795184b27c,0,collection_2,"Salad fork with polished, elegant tines design.",,"On a balcony at dawn, this elegant item is part of a breakfast setting overlooking city rooftops, where the first light of day plays across its surface.",,train
03529,train-00003-of-00032.parquet,3855,69f4bc8abe32824a483cd515d67a9b391c2df4eff041b937a949c7795184b27c,1,collection_2,"Salad fork with polished, elegant tines design.",,"In a professional studio setting, beneath uniform high-key lighting, it is captured in a three-quarter view against a plain white background, emphasizing its sleek contours and finely polished tines.",,train
03530,train-00003-of-00032.parquet,3869,3f38d3b048c14232c6ad60d76ccb436058a8f352ee58ca5dae809ed623340a38,0,collection_2,"A simple, elegant ceramic plate.",,"Amidst the bustling energy of a city rooftop garden, it rests atop a colorful tiled table under twinkling café lights, the nearby skyline towering in the twilight haze in the backdrop.",,train
03531,train-00003-of-00032.parquet,3869,3f38d3b048c14232c6ad60d76ccb436058a8f352ee58ca5dae809ed623340a38,1,collection_2,"A simple, elegant ceramic plate.",,"Set against a pure white backdrop, it is captured in a three-quarter view with bright, uniform lighting that accentuates its smooth, glossy surface and delicate, slightly curved edges, offering a clear and detailed presentation of its craftsmanship.",,train
03532,train-00003-of-00032.parquet,3870,9e81b6c7ee6128408900816f22cc6630a4fc68968d44ebd75f121ca89394badb,0,collection_2,"A simple, elegant ceramic plate.",,"It stands alone on an elegant wooden counter in a minimalist kitchen, bathed in the soft glow of recessed lighting that emphasizes its delicate pattern, while sleek, modern appliances form a serene backdrop.",,train
03533,train-00003-of-00032.parquet,3870,9e81b6c7ee6128408900816f22cc6630a4fc68968d44ebd75f121ca89394badb,1,collection_2,"A simple, elegant ceramic plate.",,"Set against a pure white backdrop, it is captured in a three-quarter view with bright, uniform lighting that accentuates its smooth, glossy surface and delicate, slightly curved edges, offering a clear and detailed presentation of its craftsmanship.",,train
03534,train-00003-of-00032.parquet,3876,6a1be42ae22fe20417b07c66c9d83c9481cf87750936163b41e1efa2504f144d,0,collection_2,"A simple, white disposable item for light meals.",,"In the twilight of a park at dusk, it floats on a serene pond, casting soft ripples, with the silhouette of trees and the last light of sunset in the sky above.",,train
03535,train-00003-of-00032.parquet,3876,6a1be42ae22fe20417b07c66c9d83c9481cf87750936163b41e1efa2504f144d,1,collection_2,"A simple, white disposable item for light meals.",,"Against a stark white backdrop, high-key lighting accentuates its simple, functional design and smooth texture, captured from a top view that highlights its clean, unadorned surface.",,train
03536,train-00003-of-00032.parquet,3883,bed2ce19ea5667df3507a2e60c78ba5c32a01ac29b612ca046901bc3f766e51b,0,collection_2,A deep plate is depicted in scenes.,,"Captured in a bustling city café, this item is seen from a top-down perspective, with the soft glow of hanging Edison bulbs casting warm reflections on its shiny exterior as urbanites chatter around.",,train
03537,train-00003-of-00032.parquet,3883,bed2ce19ea5667df3507a2e60c78ba5c32a01ac29b612ca046901bc3f766e51b,1,collection_2,A deep plate is depicted in scenes.,,"In a professional studio, this item is captured against a plain white background, with uniform high-key lighting accentuating its smooth curves and deep basin, seen from a three-quarter view that showcases its depth and elegant finish.",,train
03538,train-00003-of-00032.parquet,3888,56e65f10b3503e27b4659aa7094222a583b1e042f9a78acc0e75909fe74531bd,0,collection_2,A deep plate is depicted in scenes.,,"Inside a quaint mountain cabin, it's perched on a woven mat next to a flickering fireplace, with snow visible through frosted windows and soft, ambient firelight enveloping its rounded form.",,train
03539,train-00003-of-00032.parquet,3888,56e65f10b3503e27b4659aa7094222a583b1e042f9a78acc0e75909fe74531bd,1,collection_2,A deep plate is depicted in scenes.,,"In a professional studio, this item is captured against a plain white background, with uniform high-key lighting accentuating its smooth curves and deep basin, seen from a three-quarter view that showcases its depth and elegant finish.",,train
03540,train-00003-of-00032.parquet,3913,69489e0bbe731a022a92ab53b4b98ffddd6c0567d478f3427376d3ba1aae1d1a,0,collection_2,"A large, round, ceramic soup-serving dish.",,"On a rustic wooden table outdoors, with sunlight filtering through autumn leaves, it catches the warm glow of a late afternoon, surrounded by scattered acorns and a plaid blanket.",,train
03541,train-00003-of-00032.parquet,3913,69489e0bbe731a022a92ab53b4b98ffddd6c0567d478f3427376d3ba1aae1d1a,1,collection_2,"A large, round, ceramic soup-serving dish.",,"In a professional studio setting, it is elegantly displayed under uniform, high-key lighting on a plain white background, showcasing its smooth, glossy surface and generous size from a three-quarter view, free of any shadow distractions.",,train
03542,train-00003-of-00032.parquet,3919,7864f0518679fcbc661ea1a7e28b62dd7c3c7d0167bf8d2508510da5ce06093b,0,collection_2,"A large, round, ceramic soup-serving dish.",,"In a bright and airy breakfast nook, it sits under a skylight on a wooden table, surrounded by fresh herbs and a morning paper, basking in natural morning light.",,train
03543,train-00003-of-00032.parquet,3919,7864f0518679fcbc661ea1a7e28b62dd7c3c7d0167bf8d2508510da5ce06093b,1,collection_2,"A large, round, ceramic soup-serving dish.",,"In a professional studio setting, it is elegantly displayed under uniform, high-key lighting on a plain white background, showcasing its smooth, glossy surface and generous size from a three-quarter view, free of any shadow distractions.",,train
03544,train-00003-of-00032.parquet,3924,81af78739ee0ae9d79c81b0bf6a27c0869aee50f919d45d6b8b6cc1f85d42754,0,collection_2,"A small, charming dessert dish.",,"Nestled on a bookshelf in a bright living room, it reflects the soft, ambient morning glow that filters through sheer curtains, accentuating its glossy finish.",,train
03545,train-00003-of-00032.parquet,3924,81af78739ee0ae9d79c81b0bf6a27c0869aee50f919d45d6b8b6cc1f85d42754,1,collection_2,"A small, charming dessert dish.",,"This item is photographed in a professional studio, showcased on a plain white background; uniform high-key lighting emphasizes its elegant contours and smooth surface from a three-quarter angle, ensuring every detail of its sleek design is crisp and clear.",,train
03546,train-00003-of-00032.parquet,3936,395ab53c260d887fea31f31a75867a22a32c7faa69ae36690020a47ceaf34fb1,0,collection_2,A simple white ceramic coffee cup.,,"Placed strategically beside a flickering campfire on a chilly evening, its surface glows under the tent’s ambient lantern light, surrounded by backpacks and sleeping bags.",,train
03547,train-00003-of-00032.parquet,3936,395ab53c260d887fea31f31a75867a22a32c7faa69ae36690020a47ceaf34fb1,1,collection_2,A simple white ceramic coffee cup.,,"Against a plain white background, this item is showcased with uniform, shadow-free lighting, highlighting its smooth ceramic finish and elegant curvilinear handle from a slightly elevated three-quarter angle.",,train
